Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents,Mean precision and recall
shop,column_header_value_triples,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[38, 35, 36, 37, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 38, 'score': 0.220225989818573}, {'corpus_id': 35, 'score': 0.21085311472415924}, {'corpus_id': 36, 'score': 0.1922277808189392}, {'corpus_id': 37, 'score': 0.15698646008968353}, {'corpus_id': 39, 'score': 0.15233838558197021}]]",50,
stadium,column_header_value_triples,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 41, 43, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.28633129596710205}, {'corpus_id': 41, 'score': 0.24469713866710663}, {'corpus_id': 43, 'score': 0.23804594576358795}, {'corpus_id': 44, 'score': 0.19774246215820312}, {'corpus_id': 42, 'score': 0.18357190489768982}]]",50,
singer,column_header_value_triples,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 49, 46, 47, 48]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.4071727395057678}, {'corpus_id': 49, 'score': 0.3404694199562073}, {'corpus_id': 46, 'score': 0.334094375371933}, {'corpus_id': 47, 'score': 0.3309537172317505}, {'corpus_id': 48, 'score': 0.3217487335205078}]]",50,
artists,schema_description,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[6, 2, 5, 3, 0]","precision: 0.6
recall: 0.6","[[{'corpus_id': 6, 'score': 0.12215027958154678}, {'corpus_id': 2, 'score': 0.11898589879274368}, {'corpus_id': 5, 'score': 0.11831177026033401}, {'corpus_id': 3, 'score': 0.11222687363624573}, {'corpus_id': 0, 'score': 0.1074015349149704}]]",50,
playlists,schema_description,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[5, 6, 8, 2, 7]","precision: 0.8
recall: 0.8","[[{'corpus_id': 5, 'score': 0.1929401457309723}, {'corpus_id': 6, 'score': 0.1852167844772339}, {'corpus_id': 8, 'score': 0.1612137258052826}, {'corpus_id': 2, 'score': 0.13497987389564514}, {'corpus_id': 7, 'score': 0.11797213554382324}]]",50,
chip_model,schema_description,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 10, 13, 14]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.2500128149986267}, {'corpus_id': 12, 'score': 0.24630619585514069}, {'corpus_id': 10, 'score': 0.2341320812702179}, {'corpus_id': 13, 'score': 0.2290094494819641}, {'corpus_id': 14, 'score': 0.22171281278133392}]]",50,
Video_Games,schema_description,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[16, 18, 17, 15, 19]","precision: 1.0
recall: 1.0","[[{'corpus_id': 16, 'score': 0.31211915612220764}, {'corpus_id': 18, 'score': 0.3108147978782654}, {'corpus_id': 17, 'score': 0.25432056188583374}, {'corpus_id': 15, 'score': 0.1922062784433365}, {'corpus_id': 19, 'score': 0.16765962541103363}]]",50,
employee,schema_description,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[23, 22, 24, 21, 20]","precision: 1.0
recall: 1.0","[[{'corpus_id': 23, 'score': 0.29041537642478943}, {'corpus_id': 22, 'score': 0.2727501690387726}, {'corpus_id': 24, 'score': 0.1838453710079193}, {'corpus_id': 21, 'score': 0.17635315656661987}, {'corpus_id': 20, 'score': 0.16724808514118195}]]",50,
Addresses,schema_description,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 26, 27, 29]","precision: 1.0
recall: 1.0","[[{'corpus_id': 28, 'score': 0.17851117253303528}, {'corpus_id': 25, 'score': 0.13751494884490967}, {'corpus_id': 26, 'score': 0.13276022672653198}, {'corpus_id': 27, 'score': 0.1306484341621399}, {'corpus_id': 29, 'score': 0.12999407947063446}]]",50,
city,schema_description,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[31, 32, 33, 34, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 31, 'score': 0.4400533437728882}, {'corpus_id': 32, 'score': 0.4246274530887604}, {'corpus_id': 33, 'score': 0.41653910279273987}, {'corpus_id': 34, 'score': 0.403262197971344}, {'corpus_id': 30, 'score': 0.32703977823257446}]]",50,
shop,schema_description,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 36, 37, 38, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 35, 'score': 0.18517513573169708}, {'corpus_id': 36, 'score': 0.1831253170967102}, {'corpus_id': 37, 'score': 0.16483169794082642}, {'corpus_id': 38, 'score': 0.15104861557483673}, {'corpus_id': 39, 'score': 0.11738722026348114}]]",50,
stadium,schema_description,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[41, 43, 40, 42, 44]","precision: 1.0
recall: 1.0","[[{'corpus_id': 41, 'score': 0.26264214515686035}, {'corpus_id': 43, 'score': 0.2612563967704773}, {'corpus_id': 40, 'score': 0.2594683766365051}, {'corpus_id': 42, 'score': 0.19313806295394897}, {'corpus_id': 44, 'score': 0.19202692806720734}]]",50,
singer,schema_description,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.30213662981987}, {'corpus_id': 48, 'score': 0.28571537137031555}, {'corpus_id': 49, 'score': 0.2081918716430664}, {'corpus_id': 46, 'score': 0.19877280294895172}, {'corpus_id': 47, 'score': 0.16641071438789368}]]",50,
artists,contextualized,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[0, 4, 31, 33, 3]","precision: 0.6
recall: 0.6","[[{'corpus_id': 0, 'score': 0.09128023684024811}, {'corpus_id': 4, 'score': 0.0879710391163826}, {'corpus_id': 31, 'score': 0.08543048799037933}, {'corpus_id': 33, 'score': 0.07412875443696976}, {'corpus_id': 3, 'score': 0.07207605242729187}]]",50,
playlists,contextualized,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[6, 7, 5, 8, 31]","precision: 0.8
recall: 0.8","[[{'corpus_id': 6, 'score': 0.13406908512115479}, {'corpus_id': 7, 'score': 0.13293157517910004}, {'corpus_id': 5, 'score': 0.13129524886608124}, {'corpus_id': 8, 'score': 0.11713452637195587}, {'corpus_id': 31, 'score': 0.1013806164264679}]]",50,
chip_model,contextualized,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 10, 13, 14]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.2801152765750885}, {'corpus_id': 12, 'score': 0.27476823329925537}, {'corpus_id': 10, 'score': 0.27021342515945435}, {'corpus_id': 13, 'score': 0.2663039267063141}, {'corpus_id': 14, 'score': 0.24969813227653503}]]",50,
Video_Games,contextualized,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[16, 18, 17, 15, 19]","precision: 1.0
recall: 1.0","[[{'corpus_id': 16, 'score': 0.30641278624534607}, {'corpus_id': 18, 'score': 0.29832637310028076}, {'corpus_id': 17, 'score': 0.28738486766815186}, {'corpus_id': 15, 'score': 0.24164097011089325}, {'corpus_id': 19, 'score': 0.21774503588676453}]]",50,
employee,contextualized,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[23, 22, 24, 21, 20]","precision: 1.0
recall: 1.0","[[{'corpus_id': 23, 'score': 0.28335294127464294}, {'corpus_id': 22, 'score': 0.23866847157478333}, {'corpus_id': 24, 'score': 0.1690434217453003}, {'corpus_id': 21, 'score': 0.1613268107175827}, {'corpus_id': 20, 'score': 0.15720480680465698}]]",50,
Addresses,contextualized,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 26, 29]","precision: 1.0
recall: 1.0","[[{'corpus_id': 28, 'score': 0.23747536540031433}, {'corpus_id': 25, 'score': 0.22670672833919525}, {'corpus_id': 27, 'score': 0.1894167959690094}, {'corpus_id': 26, 'score': 0.1559790074825287}, {'corpus_id': 29, 'score': 0.13576336205005646}]]",50,
city,contextualized,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[31, 33, 34, 32, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 31, 'score': 0.4377410411834717}, {'corpus_id': 33, 'score': 0.4011406898498535}, {'corpus_id': 34, 'score': 0.3787529766559601}, {'corpus_id': 32, 'score': 0.3756783902645111}, {'corpus_id': 30, 'score': 0.31626978516578674}]]",50,
shop,contextualized,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[36, 35, 37, 38, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 36, 'score': 0.160494863986969}, {'corpus_id': 35, 'score': 0.1551084816455841}, {'corpus_id': 37, 'score': 0.14364929497241974}, {'corpus_id': 38, 'score': 0.13434699177742004}, {'corpus_id': 39, 'score': 0.10451675951480865}]]",50,
stadium,contextualized,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[43, 40, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 43, 'score': 0.2772660553455353}, {'corpus_id': 40, 'score': 0.27116647362709045}, {'corpus_id': 41, 'score': 0.26770442724227905}, {'corpus_id': 44, 'score': 0.22268034517765045}, {'corpus_id': 42, 'score': 0.21585506200790405}]]",50,
singer,contextualized,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.3428504467010498}, {'corpus_id': 48, 'score': 0.2959024906158447}, {'corpus_id': 49, 'score': 0.2857814431190491}, {'corpus_id': 46, 'score': 0.27713629603385925}, {'corpus_id': 47, 'score': 0.2558969557285309}]]",50,
artists,serialized_flat,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[4, 0, 2, 1, 3]","precision: 1.0
recall: 1.0","[[{'corpus_id': 4, 'score': 0.20891517400741577}, {'corpus_id': 0, 'score': 0.17513373494148254}, {'corpus_id': 2, 'score': 0.14366379380226135}, {'corpus_id': 1, 'score': 0.12485458701848984}, {'corpus_id': 3, 'score': 0.10256790369749069}]]",100,
playlists,serialized_flat,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 9]","precision: 1.0
recall: 1.0","[[{'corpus_id': 8, 'score': 0.2654455006122589}, {'corpus_id': 6, 'score': 0.22972892224788666}, {'corpus_id': 7, 'score': 0.19970369338989258}, {'corpus_id': 5, 'score': 0.1981242448091507}, {'corpus_id': 9, 'score': 0.1503225713968277}]]",100,
chip_model,serialized_flat,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 14, 10]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.31632325053215027}, {'corpus_id': 12, 'score': 0.3152572810649872}, {'corpus_id': 13, 'score': 0.3105289041996002}, {'corpus_id': 14, 'score': 0.3093811869621277}, {'corpus_id': 10, 'score': 0.2887633442878723}]]",100,
Video_Games,serialized_flat,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 16, 15, 19]","precision: 1.0
recall: 1.0","[[{'corpus_id': 17, 'score': 0.36625540256500244}, {'corpus_id': 18, 'score': 0.3400898873806}, {'corpus_id': 16, 'score': 0.30415216088294983}, {'corpus_id': 15, 'score': 0.2875523269176483}, {'corpus_id': 19, 'score': 0.2815622091293335}]]",100,
employee,serialized_flat,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]","precision: 1.0
recall: 1.0","[[{'corpus_id': 22, 'score': 0.26190534234046936}, {'corpus_id': 23, 'score': 0.2566062808036804}, {'corpus_id': 20, 'score': 0.2334345132112503}, {'corpus_id': 24, 'score': 0.1483156383037567}, {'corpus_id': 21, 'score': 0.14364203810691833}]]",100,
Addresses,serialized_flat,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[25, 28, 27, 29, 26]","precision: 1.0
recall: 1.0","[[{'corpus_id': 25, 'score': 0.21561944484710693}, {'corpus_id': 28, 'score': 0.20114919543266296}, {'corpus_id': 27, 'score': 0.16346047818660736}, {'corpus_id': 29, 'score': 0.15394610166549683}, {'corpus_id': 26, 'score': 0.14105799794197083}]]",100,
city,serialized_flat,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 32, 'score': 0.43977171182632446}, {'corpus_id': 34, 'score': 0.43555936217308044}, {'corpus_id': 33, 'score': 0.42272964119911194}, {'corpus_id': 31, 'score': 0.4186761975288391}, {'corpus_id': 30, 'score': 0.37292277812957764}]]",100,
shop,serialized_flat,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 35, 'score': 0.22157059609889984}, {'corpus_id': 38, 'score': 0.21400997042655945}, {'corpus_id': 36, 'score': 0.21030759811401367}, {'corpus_id': 37, 'score': 0.17956747114658356}, {'corpus_id': 39, 'score': 0.14889037609100342}]]",100,
stadium,serialized_flat,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.2858048975467682}, {'corpus_id': 43, 'score': 0.25210389494895935}, {'corpus_id': 41, 'score': 0.24532698094844818}, {'corpus_id': 44, 'score': 0.20859792828559875}, {'corpus_id': 42, 'score': 0.1935722976922989}]]",100,
singer,serialized_flat,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 47, 46]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.4025561511516571}, {'corpus_id': 48, 'score': 0.3146169185638428}, {'corpus_id': 49, 'score': 0.299811989068985}, {'corpus_id': 47, 'score': 0.28876522183418274}, {'corpus_id': 46, 'score': 0.2742079794406891}]]",100,
station_bike,serialized_flat,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[53, 54, 52, 51, 50]","precision: 1.0
recall: 1.0","[[{'corpus_id': 53, 'score': 0.23049576580524445}, {'corpus_id': 54, 'score': 0.22938239574432373}, {'corpus_id': 52, 'score': 0.22457987070083618}, {'corpus_id': 51, 'score': 0.21396644413471222}, {'corpus_id': 50, 'score': 0.21303874254226685}]]",100,
matches,serialized_flat,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[58, 56, 59, 57, 55]","precision: 1.0
recall: 1.0","[[{'corpus_id': 58, 'score': 0.2616048753261566}, {'corpus_id': 56, 'score': 0.2543350160121918}, {'corpus_id': 59, 'score': 0.22902990877628326}, {'corpus_id': 57, 'score': 0.22090189158916473}, {'corpus_id': 55, 'score': 0.18867413699626923}]]",100,
station_train,serialized_flat,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 60, 62, 61, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 64, 'score': 0.35582059621810913}, {'corpus_id': 60, 'score': 0.3358350694179535}, {'corpus_id': 62, 'score': 0.33329644799232483}, {'corpus_id': 61, 'score': 0.32613521814346313}, {'corpus_id': 63, 'score': 0.2918027341365814}]]",100,
artist,serialized_flat,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.3603891134262085}, {'corpus_id': 68, 'score': 0.32512718439102173}, {'corpus_id': 66, 'score': 0.2913534939289093}, {'corpus_id': 65, 'score': 0.2686662971973419}, {'corpus_id': 67, 'score': 0.2512792944908142}]]",100,
school,serialized_flat,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[74, 72, 73, 70, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 74, 'score': 0.43820175528526306}, {'corpus_id': 72, 'score': 0.43691548705101013}, {'corpus_id': 73, 'score': 0.3806557357311249}, {'corpus_id': 70, 'score': 0.3708324432373047}, {'corpus_id': 71, 'score': 0.32011422514915466}]]",100,
book_club,serialized_flat,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 75, 78]","precision: 1.0
recall: 1.0","[[{'corpus_id': 77, 'score': 0.3661823868751526}, {'corpus_id': 76, 'score': 0.34524521231651306}, {'corpus_id': 79, 'score': 0.29485437273979187}, {'corpus_id': 75, 'score': 0.2678142786026001}, {'corpus_id': 78, 'score': 0.2653529942035675}]]",100,
Staff,serialized_flat,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 84, 'score': 0.40135473012924194}, {'corpus_id': 81, 'score': 0.3370937407016754}, {'corpus_id': 83, 'score': 0.31737688183784485}, {'corpus_id': 82, 'score': 0.31402257084846497}, {'corpus_id': 80, 'score': 0.18876749277114868}]]",100,
Products,serialized_flat,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]","precision: 1.0
recall: 1.0","[[{'corpus_id': 85, 'score': 0.31992432475090027}, {'corpus_id': 88, 'score': 0.2730357348918915}, {'corpus_id': 89, 'score': 0.24017135798931122}, {'corpus_id': 87, 'score': 0.23080171644687653}, {'corpus_id': 86, 'score': 0.22279851138591766}]]",100,
Addresses_customers,serialized_flat,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 94, 90, 97, 27]","precision: 0.6
recall: 0.6","[[{'corpus_id': 91, 'score': 0.2167026698589325}, {'corpus_id': 94, 'score': 0.1722610592842102}, {'corpus_id': 90, 'score': 0.14053231477737427}, {'corpus_id': 97, 'score': 0.12450855225324631}, {'corpus_id': 27, 'score': 0.11523832380771637}]]",100,
Customers,serialized_flat,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 99, 98]","precision: 1.0
recall: 1.0","[[{'corpus_id': 96, 'score': 0.24960966408252716}, {'corpus_id': 95, 'score': 0.2016495168209076}, {'corpus_id': 97, 'score': 0.18410511314868927}, {'corpus_id': 99, 'score': 0.12481089681386948}, {'corpus_id': 98, 'score': 0.10715074837207794}]]",100,
artists,linearized_column_wise,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[84, 80, 82, 81, 97]","precision: 0.0
recall: 0.0","[[{'corpus_id': 84, 'score': 0.15091896057128906}, {'corpus_id': 80, 'score': 0.1428297609090805}, {'corpus_id': 82, 'score': 0.11499632894992828}, {'corpus_id': 81, 'score': 0.10966542363166809}, {'corpus_id': 97, 'score': 0.09373892843723297}]]",100,
playlists,linearized_column_wise,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[6, 8, 7, 5, 9]","precision: 1.0
recall: 1.0","[[{'corpus_id': 6, 'score': 0.26532283425331116}, {'corpus_id': 8, 'score': 0.2624668776988983}, {'corpus_id': 7, 'score': 0.23830120265483856}, {'corpus_id': 5, 'score': 0.206699937582016}, {'corpus_id': 9, 'score': 0.17586545646190643}]]",100,
chip_model,linearized_column_wise,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 10, 14]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.396796315908432}, {'corpus_id': 12, 'score': 0.3733547031879425}, {'corpus_id': 13, 'score': 0.3652274012565613}, {'corpus_id': 10, 'score': 0.3462090790271759}, {'corpus_id': 14, 'score': 0.3449544608592987}]]",100,
Video_Games,linearized_column_wise,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]","precision: 1.0
recall: 1.0","[[{'corpus_id': 17, 'score': 0.3879157304763794}, {'corpus_id': 18, 'score': 0.3375418484210968}, {'corpus_id': 15, 'score': 0.3019764721393585}, {'corpus_id': 19, 'score': 0.2978847622871399}, {'corpus_id': 16, 'score': 0.2930384576320648}]]",100,
employee,linearized_column_wise,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]","precision: 1.0
recall: 1.0","[[{'corpus_id': 22, 'score': 0.26768258213996887}, {'corpus_id': 23, 'score': 0.2634708285331726}, {'corpus_id': 20, 'score': 0.2503492832183838}, {'corpus_id': 24, 'score': 0.14782026410102844}, {'corpus_id': 21, 'score': 0.14546674489974976}]]",100,
Addresses,linearized_column_wise,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[25, 28, 27, 29, 26]","precision: 1.0
recall: 1.0","[[{'corpus_id': 25, 'score': 0.1943160742521286}, {'corpus_id': 28, 'score': 0.17501771450042725}, {'corpus_id': 27, 'score': 0.13886955380439758}, {'corpus_id': 29, 'score': 0.12460201233625412}, {'corpus_id': 26, 'score': 0.12152739614248276}]]",100,
city,linearized_column_wise,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 30, 31]","precision: 1.0
recall: 1.0","[[{'corpus_id': 32, 'score': 0.4728739261627197}, {'corpus_id': 34, 'score': 0.4294426143169403}, {'corpus_id': 33, 'score': 0.41655871272087097}, {'corpus_id': 30, 'score': 0.40586963295936584}, {'corpus_id': 31, 'score': 0.404424250125885}]]",100,
shop,linearized_column_wise,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 35, 'score': 0.2385188788175583}, {'corpus_id': 38, 'score': 0.2310115396976471}, {'corpus_id': 36, 'score': 0.2211262285709381}, {'corpus_id': 37, 'score': 0.17695201933383942}, {'corpus_id': 39, 'score': 0.15962035953998566}]]",100,
stadium,linearized_column_wise,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.2855012118816376}, {'corpus_id': 43, 'score': 0.24620753526687622}, {'corpus_id': 41, 'score': 0.245507150888443}, {'corpus_id': 44, 'score': 0.20935945212841034}, {'corpus_id': 42, 'score': 0.1852760910987854}]]",100,
singer,linearized_column_wise,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 47, 49, 46]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.43480074405670166}, {'corpus_id': 48, 'score': 0.3512493073940277}, {'corpus_id': 47, 'score': 0.34939971566200256}, {'corpus_id': 49, 'score': 0.3386174440383911}, {'corpus_id': 46, 'score': 0.33286479115486145}]]",100,
